,country/region,province/state,lat,long,time_period,confirmed,cumulative_confirmed
2001,Australia,South Australia,-34.9285,138.6007,2021-08,26044,6688334
2002,Australia,Tasmania,-42.8821,147.3272,2021-08,7047,6695381
2003,Australia,Victoria,-37.8136,144.9631,2021-08,640186,7335567
2004,Australia,Western Australia,-31.9505,115.8605,2021-08,31978,7367545
2005,Austria,0,47.5162,14.5501,2021-08,20134758,133065793
2006,Azerbaijan,0,40.1431,47.5769,2021-08,11269710,69892810
2007,Bahamas,0,25.025885,-78.035889,2021-08,494706,2596129
2008,Bahrain,0,26.0275,50.55,2021-08,8128480,44402979
2009,Bangladesh,0,23.685,90.3563,2021-08,42301894,190175950
2010,Barbados,0,13.1939,-59.5432,2021-08,138009,804548
2011,Belarus,0,53.7098,27.9534,2021-08,13882172,82888575
2012,Belgium,0,50.8333,4.469936,2021-08,34638788,221984906
2013,Belize,0,17.1899,-88.4976,2021-08,452663,3028772
2014,Benin,0,9.3077,2.3158,2021-08,306409,1678313
2015,Bhutan,0,27.5142,90.4336,2021-08,77006,342288
2016,Bolivia,0,-16.2902,-63.5887,2021-08,14482250,78253731
2017,Bosnia and Herzegovina,0,43.9159,17.6791,2021-08,6252798,41168939
2018,Botswana,0,-22.3285,24.6849,2021-08,4130066,13583998
2019,Brazil,0,-14.235,-51.9253,2021-08,611652751,3437981987
2020,Brunei,0,4.5353,114.7277,2021-08,33953,79421
2021,Bulgaria,0,42.7339,25.4858,2021-08,13106587,82704831
2022,Burkina Faso,0,12.2383,-1.5616,2021-08,410222,2935884
2023,Burma,0,21.9162,95.956,2021-08,10616928,42063539
2024,Burundi,0,-3.3731,29.9189,2021-08,293277,1009090
2025,Cabo Verde,0,16.5388,-23.0418,2021-08,1034020,5635041
2026,Cambodia,0,11.55,104.9167,2021-08,2574203,6600939
2027,Cameroon,0,3.8480000000000003,11.5021,2021-08,2475546,14263332
2028,Canada,Alberta,53.9333,-116.5765,2021-08,7237458,234046255
2029,Canada,British Columbia,53.7267,-127.6476,2021-08,4703865,238750120
2030,Canada,Diamond Princess,0.0,0.0,2021-08,0,238750120
2031,Canada,Grand Princess,0.0,0.0,2021-08,390,238750510
2032,Canada,Manitoba,53.7609,-98.8139,2021-08,1742287,240492797
2033,Canada,New Brunswick,46.5653,-66.4619,2021-08,76403,240569200
2034,Canada,Newfoundland and Labrador,53.1355,-57.6604,2021-08,43576,240612776
2035,Canada,Northwest Territories,64.8255,-124.8457,2021-08,7030,240619806
2036,Canada,Nova Scotia,44.681999999999995,-63.7443,2021-08,178207,240798013
2037,Canada,Nunavut,70.2998,-83.1076,2021-08,19710,240817723
2038,Canada,Ontario,51.2538,-85.3232,2021-08,16836502,257654225
2039,Canada,Prince Edward Island,46.5107,-63.4168,2021-08,6532,257660757
2040,Canada,Quebec,52.9399,-73.5491,2021-08,11474065,269134822
2041,Canada,Repatriated Travellers,0.0,0.0,2021-08,390,269135212
2042,Canada,Saskatchewan,52.9399,-106.4509,2021-08,1549795,270685007
2043,Canada,Yukon,64.2823,-135.0,2021-08,19563,270704570
2044,Central African Republic,0,6.6111,20.9394,2021-08,300603,1529238
2045,Chad,0,15.4542,18.7322,2021-08,149478,1036501
2046,Chile,0,-35.6751,-71.543,2021-08,48865125,278343556
2047,China,Anhui,31.8257,117.2264,2021-08,30240,20896846
2048,China,Beijing,40.1824,116.4142,2021-08,33203,20930049
2049,China,Chongqing,30.0572,107.874,2021-08,18090,20948139
2050,China,Fujian,26.0789,117.9874,2021-08,23031,20971170
2051,China,Gansu,35.7518,104.2861,2021-08,5970,20977140
2052,China,Guangdong,23.3417,113.4244,2021-08,89199,21066339
2053,China,Guangxi,23.8298,108.7881,2021-08,8534,21074873
2054,China,Guizhou,26.8154,106.8748,2021-08,4410,21079283
2055,China,Hainan,19.1959,109.7453,2021-08,5696,21084979
2056,China,Hebei,39.549,116.1306,2021-08,39510,21124489
2057,China,Heilongjiang,47.861999999999995,127.7615,2021-08,48394,21172883
2058,China,Henan,37.8957,114.9042,2021-08,44233,21217116
2059,China,Hong Kong,22.3,114.2,2021-08,361249,21578365
2060,China,Hubei,30.9756,112.2707,2021-08,2047970,23626335
2061,China,Hunan,27.6104,111.7088,2021-08,34918,23661253
2062,China,Inner Mongolia,44.0935,113.9448,2021-08,12313,23673566
2063,China,Jiangsu,32.9711,119.455,2021-08,43929,23717495
2064,China,Jiangxi,27.614,115.7221,2021-08,28110,23745605
2065,China,Jilin,43.6661,126.1923,2021-08,17220,23762825
2066,China,Liaoning,41.2956,122.6085,2021-08,13233,23776058
2067,China,Macau,22.1667,113.55,2021-08,1882,23777940
2068,China,Ningxia,37.2692,106.1655,2021-08,2310,23780250
2069,China,Qinghai,35.7452,95.9956,2021-08,540,23780790
2070,China,Shaanxi,35.1917,108.8701,2021-08,19986,23800776
2071,China,Shandong,36.3427,118.1498,2021-08,27446,23828222
2072,China,Shanghai,31.201999999999998,121.4491,2021-08,72054,23900276
2073,China,Shanxi,37.5777,112.2922,2021-08,7657,23907933
2074,China,Sichuan,30.6171,102.7103,2021-08,35265,23943198
2075,China,Tianjin,39.3054,117.323,2021-08,13445,23956643
2076,China,Tibet,31.6927,88.0924,2021-08,30,23956673
2077,China,Unknown,0.0,0.0,2021-08,0,23956673
2078,China,Xinjiang,41.1129,85.2401,2021-08,29400,23986073
2079,China,Yunnan,24.974,101.48700000000001,2021-08,28919,24014992
2080,China,Zhejiang,29.1832,120.0934,2021-08,42435,24057427
2081,Colombia,0,4.5709,-74.2973,2021-08,145922813,748548604
2082,Comoros,0,-11.6455,43.3333,2021-08,121255,827670
2083,Congo (Brazzaville),0,-0.228,15.8277,2021-08,401176,2508528
2084,Congo (Kinshasa),0,-4.0383,21.7587,2021-08,1587411,7841797
2085,Costa Rica,0,9.7489,-83.7534,2021-08,12992094,67035613
2086,Cote d'Ivoire,0,7.54,-5.5471,2021-08,1578862,9889103
2087,Croatia,0,45.1,15.2,2021-08,11035313,72213540
2088,Cuba,0,21.521757,-77.78116700000001,2021-08,15802833,38593779
2089,Cyprus,0,35.1264,33.4299,2021-08,3305077,14862332
2090,Czechia,0,49.8175,15.472999999999999,2021-08,50291358,342152355
2091,Denmark,Faroe Islands,61.8926,-6.9118,2021-08,29767,50417700
2092,Denmark,Greenland,71.7069,-42.6043,2021-08,7243,50424943
2093,Denmark,0,56.2639,9.5018,2021-08,9948221,60373164
2095,Djibouti,0,11.8251,42.5903,2021-08,350593,2203316
2096,Dominica,0,15.415,-61.371,2021-08,24799,57918
2097,Dominican Republic,0,18.7357,-70.1627,2021-08,10389436,64661979
2098,Ecuador,0,-1.8312,-78.1834,2021-08,14860257,87670792
2099,Egypt,0,26.820553000000004,30.802497999999996,2021-08,8573479,53696722
2100,El Salvador,0,13.7942,-88.8965,2021-08,2723958,16452764
2101,Equatorial Guinea,0,1.6508,10.2679,2021-08,271116,1750081
2102,Eritrea,0,15.1794,39.7823,2021-08,198122,965146
2103,Estonia,0,58.5953,25.0136,2021-08,4121629,24163968
2104,Eswatini,0,-26.5225,31.4659,2021-08,1081883,4687580
2105,Ethiopia,0,9.145,40.4897,2021-08,8749461,53151283
2106,Fiji,0,-17.7134,178.065,2021-08,1205703,1740234
2107,Finland,0,61.92411,25.748151,2021-08,3549584,19082644
2108,France,French Guiana,3.9339,-53.1258,2021-08,962817,983189381
2109,France,French Polynesia,-17.6797,149.4068,2021-08,925310,984114691
2110,France,Guadeloupe,16.265,-61.551,2021-08,910585,985025276
2111,France,Martinique,14.6415,-61.0242,2021-08,884227,985909503
2112,France,Mayotte,-12.8275,45.166244,2021-08,588404,986497907
2113,France,New Caledonia,-20.904304999999997,165.618042,2021-08,4035,986501942
2114,France,Reunion,-21.1151,55.5364,2021-08,1327491,987829433
2115,France,Saint Barthelemy,17.9,-62.8333,2021-08,44255,987873688
2116,France,Saint Pierre and Miquelon,46.8852,-56.3159,2021-08,882,987874570
2117,France,St Martin,18.0708,-63.0501,2021-08,89350,987963920
2118,France,Wallis and Futuna,-14.2938,-178.1165,2021-08,13620,987977540
2119,France,0,46.2276,2.2137,2021-08,190639973,1178617513
2120,Gabon,0,-0.8037,11.6094,2021-08,768049,4731609
2121,Gambia,0,13.4432,-15.3101,2021-08,270263,1378247
2122,Georgia,0,42.3154,43.3569,2021-08,14554079,77655290
2123,Germany,0,51.165690999999995,10.451526,2021-08,115443846,736127648
2124,Ghana,0,7.9465,-1.0232,2021-08,3342445,20944545
2125,Greece,0,39.0742,21.8243,2021-08,16214348,77925049
2126,Grenada,0,12.1165,-61.678999999999995,2021-08,6600,38127
2127,Guatemala,0,15.7835,-90.2308,2021-08,12531794,58203802
2128,Guinea,0,9.9456,-9.6966,2021-08,835796,4920768
2129,Guinea-Bissau,0,11.8037,-15.1804,2021-08,154987,865145
2130,Guyana,0,4.860416000000001,-58.93018000000001,2021-08,712649,3393061
2131,Haiti,0,18.9712,-72.2852,2021-08,616371,3481433
2132,Holy See,0,41.9029,12.4534,2021-08,810,6345
2133,Honduras,0,15.2,-86.2419,2021-08,9562626,51474612
2134,Hungary,0,47.1625,19.5033,2021-08,24318165,154061538
2135,Iceland,0,64.9631,-19.0208,2021-08,285637,1587945
2136,India,0,20.593684,78.96288,2021-08,967367706,4880091306
2137,Indonesia,0,-0.7893,113.9213,2021-08,114819028,455928680
2138,Iran,0,32.427908,53.68804599999999,2021-08,133677770,606359034
2139,Iraq,0,33.223191,43.679291,2021-08,53252998,255242978
2140,Ireland,0,53.1424,-7.6921,2021-08,9788245,58020381
2141,Israel,0,31.046051000000002,34.851612,2021-08,28698113,188232781
2142,Italy,0,41.87194,12.56738,2021-08,133359371,862357838
2143,Jamaica,0,18.1096,-77.2975,2021-08,1772042,9299608
2144,Japan,0,36.204824,138.252924,2021-08,35638136,153405279
2145,Jordan,0,31.24,36.51,2021-08,23525782,143022037
2146,Kazakhstan,0,48.0196,66.9237,2021-08,22865961,96424593
2147,Kenya,0,-0.0236,37.9062,2021-08,6631233,36069174
2148,Kiribati,0,-3.3704,-168.734,2021-08,60,202
2149,"Korea, South",0,35.907757000000004,127.766922,2021-08,6805921,31021664
2151,Kuwait,0,29.311659999999996,47.481766,2021-08,12174315,65242149
2152,Kyrgyzstan,0,41.20438,74.766098,2021-08,5141878,25851700
2153,Laos,0,19.856270000000002,102.495496,2021-08,319669,539193
2154,Latvia,0,56.8796,24.6032,2021-08,4212547,25836010
2155,Lebanon,0,33.8547,35.8623,2021-08,17486203,109556567
2156,Lesotho,0,-29.61,28.2336,2021-08,422638,2514880
2157,Liberia,0,6.4280550000000005,-9.429499,2021-08,164928,692620
2158,Libya,0,26.3351,17.228331,2021-08,8491563,41976718
2159,Liechtenstein,0,47.14,9.55,2021-08,98489,683900
2160,Lithuania,0,55.1694,23.8813,2021-08,8713103,56117582
2161,Luxembourg,0,49.8153,6.1296,2021-08,2242999,15030528
2163,Madagascar,0,-18.766947000000002,46.869107,2021-08,1283808,7576331
2164,Malawi,0,-13.2543,34.3015,2021-08,1730063,8202175
2165,Malaysia,0,4.210483999999999,101.97576600000001,2021-08,42817779,136094459
2166,Maldives,0,3.2028,73.2207,2021-08,2378015,10410458
2167,Mali,0,17.570692,-3.9961660000000006,2021-08,441376,2801742
2168,Malta,0,35.9375,14.3754,2021-08,1060124,6483743
2169,Marshall Islands,0,7.1315,171.1845,2021-08,120,940
2170,Mauritania,0,21.0079,-10.9408,2021-08,904117,4717695
2171,Mauritius,0,-20.348404000000002,57.552152,2021-08,198449,457112
2172,Mexico,0,23.6345,-102.5528,2021-08,93311290,550008497
2173,Micronesia,0,7.4256,150.5508,2021-08,30,216
2174,Moldova,0,47.4116,28.3699,2021-08,7888595,53136687
2175,Monaco,0,43.7333,7.4167,2021-08,91978,537061
2176,Mongolia,0,46.8625,103.8467,2021-08,5583918,14611122
2177,Montenegro,0,42.708678000000006,19.37439,2021-08,3223340,20894641
2178,Morocco,0,31.7917,-7.0926,2021-08,22692931,126110631
2179,Mozambique,0,-18.665695,35.529562,2021-08,4131253,17341214
2180,Namibia,0,-22.9576,18.4904,2021-08,3672213,14931280
2181,Nepal,0,28.1667,84.25,2021-08,21981591,105153061
2182,Netherlands,Aruba,12.5211,-69.9683,2021-08,398384,285401023
2183,Netherlands,"Bonaire, Sint Eustatius and Saba",12.1784,-68.2385,2021-08,52513,285453536
2184,Netherlands,Curacao,12.1696,-68.99,2021-08,436749,285890285
2185,Netherlands,Sint Maarten,18.0425,-63.0548,2021-08,96568,285986853
2186,Netherlands,0,52.1326,5.2913,2021-08,57199710,343186563
2187,New Zealand,Cook Islands,-21.2367,-159.7777,2021-08,30,520827
2188,New Zealand,0,-40.9006,174.886,2021-08,91507,612334
2189,Nicaragua,0,12.865416,-85.207229,2021-08,312762,1763764
2190,Niger,0,17.607789,8.081666,2021-08,172143,1199251
2191,Nigeria,0,9.082,8.6753,2021-08,5492885,37179637
2192,North Macedonia,0,41.6086,21.7453,2021-08,4928789,31646261
2193,Norway,0,60.472,8.4689,2021-08,4390095,24804369
2194,Oman,0,21.512583,55.923255000000005,2021-08,8999870,47942740
2195,Pakistan,0,30.3753,69.3451,2021-08,33101533,187531621
2196,Palau,0,7.515,134.5825,2021-08,18,18
2197,Panama,0,8.538,-80.7821,2021-08,13431737,87064989
2198,Papua New Guinea,0,-6.314993,143.95555,2021-08,534181,2344295
2199,Paraguay,0,-23.4425,-58.4438,2021-08,13692755,68070848
2200,Peru,0,-9.19,-75.0152,2021-08,64012945,397911926
2201,Philippines,0,12.879721,121.77401699999999,2021-08,52959229,245908097
2202,Poland,0,51.9194,19.1451,2021-08,86567687,562408264
2203,Portugal,0,39.3999,-8.2245,2021-08,30139494,194096493
2204,Qatar,0,25.3548,51.1839,2021-08,6884268,45803129
2205,Romania,0,45.9432,24.9668,2021-08,32664558,225359703
2206,Russia,0,61.52401,105.31875600000001,2021-08,195675854,1146143795
2207,Rwanda,0,-1.9403,29.8739,2021-08,2399257,7803228
2208,Saint Kitts and Nevis,0,17.357822,-62.782998,2021-08,22456,51728
2209,Saint Lucia,0,13.9094,-60.9789,2021-08,198797,989432
2210,Saint Vincent and the Grenadines,0,12.9843,-61.2872,2021-08,69376,411222
2211,Samoa,0,-13.759,-172.1046,2021-08,90,661
2212,San Marino,0,43.9424,12.4578,2021-08,157061,1051562
2213,Sao Tome and Principe,0,0.1864,6.6131,2021-08,75250,487764
2214,Saudi Arabia,0,23.885942,45.079162,2021-08,16094336,102114387
2215,Senegal,0,14.4974,-14.4524,2021-08,2087512,9828434
2216,Serbia,0,44.0165,21.0059,2021-08,22101740,142814230
2217,Seychelles,0,-4.6796,55.492,2021-08,575189,2072487
2218,Sierra Leone,0,8.460555000000001,-11.779889,2021-08,190035,1056774
2219,Singapore,0,1.2833,103.8333,2021-08,1987076,14494857
2220,Slovakia,0,48.669,19.699,2021-08,23335627,157614099
2221,Slovenia,0,46.1512,14.9955,2021-08,7868178,52447813
2222,Solomon Islands,0,-9.6457,160.1562,2021-08,600,4473
2223,Somalia,0,5.152149,46.199616,2021-08,491772,2752820
2224,South Africa,0,-30.5595,22.9375,2021-08,78514438,416635962
2225,South Sudan,0,6.877000000000001,31.307,2021-08,336494,2142296
2226,Spain,0,40.463667,-3.7492199999999998,2021-08,140971110,826522517
2227,Sri Lanka,0,7.873054,80.77179699999999,2021-08,10969442,39478288
2228,Sudan,0,12.8628,30.2176,2021-08,1124204,7842367
2229,Summer Olympics 2020,0,35.6491,139.7737,2021-08,16411,18155
2230,Suriname,0,3.9193,-56.0278,2021-08,807871,3439997
2231,Sweden,0,60.128161,18.643501,2021-08,33366376,208129870
2232,Switzerland,0,46.8182,8.2275,2021-08,22312498,149223586
2233,Syria,0,34.802075,38.996815000000005,2021-08,798632,4908456
2234,Taiwan*,0,23.7,121.0,2021-08,475692,1512733
2235,Tajikistan,0,38.861,71.2761,2021-08,494803,3331579
2236,Tanzania,0,-6.369028,34.888822,2021-08,37860,144329
2237,Thailand,0,15.870032,100.992541,2021-08,27513755,51667171
2238,Timor-Leste,0,-8.874217,125.727539,2021-08,396168,1121760
2239,Togo,0,8.6195,0.8248,2021-08,550279,2676216
2240,Tonga,0,-21.179000000000002,-175.1982,2021-08,0,0
2241,Trinidad and Tobago,0,10.6918,-61.2225,2021-08,1255266,4591201
2242,Tunisia,0,33.886917,9.537499,2021-08,18829067,81850564
2243,Turkey,0,38.9637,35.2433,2021-08,182495287,1004528815
2244,US,0,40.0,-100.0,2021-08,1113289943,7368444438
2245,Uganda,0,1.373333,32.290275,2021-08,3091667,13558768
2246,Ukraine,0,48.3794,31.1656,2021-08,70725693,446605203
2247,United Arab Emirates,0,23.424076,53.847818000000004,2021-08,21053884,118759561
2248,United Kingdom,Anguilla,18.2206,-63.0686,2021-08,4371,892335472
2249,United Kingdom,Bermuda,32.3078,-64.7505,2021-08,80964,892416436
2250,United Kingdom,British Virgin Islands,18.4207,-64.64,2021-08,76326,892492762
2251,United Kingdom,Cayman Islands,19.3133,-81.2546,2021-08,19680,892512442
2252,United Kingdom,Channel Islands,49.3723,-2.3644,2021-08,0,892512442
2253,United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2021-08,1971,892514413
2254,United Kingdom,Gibraltar,36.1408,-5.3536,2021-08,156190,892670603
2255,United Kingdom,Guernsey,49.448196,-2.58949,2021-08,32759,892703362
2256,United Kingdom,Isle of Man,54.2361,-4.5481,2021-08,177157,892880519
2257,United Kingdom,Jersey,49.2138,-2.1358,2021-08,265965,893146484
2258,United Kingdom,Montserrat,16.742498,-62.187366000000004,2021-08,704,893147188
2259,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",-7.9467,-14.3559,2021-08,120,893147308
2260,United Kingdom,Turks and Caicos Islands,21.694000000000003,-71.7979,2021-08,77045,893224353
2261,United Kingdom,0,55.3781,-3.4360000000000004,2021-08,189288733,1082513086
2262,Uruguay,0,-32.5228,-55.7658,2021-08,11500540,49040729
2263,Uzbekistan,0,41.377491,64.585262,2021-08,4305486,23215186
2264,Vanuatu,0,-15.3767,166.9592,2021-08,120,706
2265,Venezuela,0,6.4238,-66.5897,2021-08,9598887,48989081
2266,Vietnam,0,14.058323999999999,108.277199,2021-08,8775276,11331826
2267,West Bank and Gaza,0,31.9522,35.2332,2021-08,9723033,60773390
2268,Winter Olympics 2022,0,39.9042,116.4074,2021-08,0,0
2269,Yemen,0,15.552726999999999,48.516388,2021-08,221311,1202494
2270,Zambia,0,-13.133897,27.849332,2021-08,6066341,25835486
2271,Zimbabwe,0,-19.015438,29.154857,2021-08,3584866,12228225
2272,Afghanistan,0,33.93911,67.709953,2021-09,4473424,24260816
2273,Albania,0,41.1533,20.1683,2021-09,4621500,32323667
2274,Algeria,0,28.0339,1.6596,2021-09,5814472,36666247
2275,Andorra,0,42.5063,1.5218,2021-09,438349,3381254
2276,Angola,0,-11.2027,17.8739,2021-09,1499816,8513561
2277,Antarctica,0,-71.9499,23.346999999999998,2021-09,0,0
2278,Antigua and Barbuda,0,17.0608,-61.7964,2021-09,69305,306652
2279,Argentina,0,-38.4161,-63.6167,2021-09,151657783,918157021
2280,Armenia,0,40.0691,45.0382,2021-09,7287369,55138807
2281,Australia,Australian Capital Territory,-35.4735,149.0124,2021-09,20189,7387734
2282,Australia,New South Wales,-33.8688,151.2093,2021-09,1384026,8771760
2283,Australia,Northern Territory,-12.4634,130.8456,2021-09,5947,8777707
2284,Australia,Queensland,-27.4698,153.0251,2021-09,58256,8835963
2285,Australia,South Australia,-34.9285,138.6007,2021-09,25889,8861852
2286,Australia,Tasmania,-42.8821,147.3272,2021-09,6815,8868667
2287,Australia,Victoria,-37.8136,144.9631,2021-09,816225,9684892
2288,Australia,Western Australia,-31.9505,115.8605,2021-09,31630,9716522
2289,Austria,0,47.5162,14.5501,2021-09,20766531,153832324
2290,Azerbaijan,0,40.1431,47.5769,2021-09,13388353,83281163
2291,Bahamas,0,25.025885,-78.035889,2021-09,571944,3168073
2292,Bahrain,0,26.0275,50.55,2021-09,7944151,52347130
2293,Bangladesh,0,23.685,90.3563,2021-09,44493306,234669256
2294,Barbados,0,13.1939,-59.5432,2021-09,184565,989113
2295,Belarus,0,53.7098,27.9534,2021-09,14783737,97672312
2296,Belgium,0,50.8333,4.469936,2021-09,35238820,257223726
2297,Belize,0,17.1899,-88.4976,2021-09,530027,3558799
2298,Benin,0,9.3077,2.3158,2021-09,589790,2268103
2299,Bhutan,0,27.5142,90.4336,2021-09,75321,417609
2300,Bolivia,0,-16.2902,-63.5887,2021-09,14380383,92634114
2301,Bosnia and Herzegovina,0,43.9159,17.6791,2021-09,6500074,47669013
2302,Botswana,0,-22.3285,24.6849,2021-09,4888007,18472005
2303,Brazil,0,-14.235,-51.9253,2021-09,612306177,4050288164
2304,Brunei,0,4.5353,114.7277,2021-09,137143,216564
2305,Bulgaria,0,42.7339,25.4858,2021-09,13860485,96565316
2306,Burkina Faso,0,12.2383,-1.5616,2021-09,405722,3341606
2307,Burma,0,21.9162,95.956,2021-09,12679017,54742556
2308,Burundi,0,-3.3731,29.9189,2021-09,419792,1428882
2309,Cabo Verde,0,16.5388,-23.0418,2021-09,1064782,6699823
2310,Cambodia,0,11.55,104.9167,2021-09,2957831,9558770
2311,Cameroon,0,3.8480000000000003,11.5021,2021-09,2473928,16737260
2312,Canada,Alberta,53.9333,-116.5765,2021-09,7953899,278658469
2313,Canada,British Columbia,53.7267,-127.6476,2021-09,5113660,283772129
2314,Canada,Diamond Princess,0.0,0.0,2021-09,0,283772129
2315,Canada,Grand Princess,0.0,0.0,2021-09,377,283772506
2316,Canada,Manitoba,53.7609,-98.8139,2021-09,1725468,285497974
2317,Canada,New Brunswick,46.5653,-66.4619,2021-09,94446,285592420
2318,Canada,Newfoundland and Labrador,53.1355,-57.6604,2021-09,45707,285638127
2319,Canada,Northwest Territories,64.8255,-124.8457,2021-09,20655,285658782
2320,Canada,Nova Scotia,44.681999999999995,-63.7443,2021-09,182123,285840905
2321,Canada,Nunavut,70.2998,-83.1076,2021-09,19135,285860040
2322,Canada,Ontario,51.2538,-85.3232,2021-09,16871150,302731190
2323,Canada,Prince Edward Island,46.5107,-63.4168,2021-09,7513,302738703
2324,Canada,Quebec,52.9399,-73.5491,2021-09,11599475,314338178
2325,Canada,Repatriated Travellers,0.0,0.0,2021-09,377,314338555
2326,Canada,Saskatchewan,52.9399,-106.4509,2021-09,1755754,316094309
2327,Canada,Yukon,64.2823,-135.0,2021-09,20795,316115104
2328,Central African Republic,0,6.6111,20.9394,2021-09,328384,1857622
2329,Chad,0,15.4542,18.7322,2021-09,145517,1182018
2330,Chile,0,-35.6751,-71.543,2021-09,47732814,326076370
2331,China,Anhui,31.8257,117.2264,2021-09,29232,24086659
2332,China,Beijing,40.1824,116.4142,2021-09,32459,24119118
2333,China,Chongqing,30.0572,107.874,2021-09,17487,24136605
2334,China,Fujian,26.0789,117.9874,2021-09,29637,24166242
2335,China,Gansu,35.7518,104.2861,2021-09,5771,24172013
2336,China,Guangdong,23.3417,113.4244,2021-09,90745,24262758
2337,China,Guangxi,23.8298,108.7881,2021-09,8521,24271279
2338,China,Guizhou,26.8154,106.8748,2021-09,4263,24275542
2339,China,Hainan,19.1959,109.7453,2021-09,5510,24281052
2340,China,Hebei,39.549,116.1306,2021-09,38193,24319245
2341,China,Heilongjiang,47.861999999999995,127.7615,2021-09,47330,24366575
2342,China,Henan,37.8957,114.9042,2021-09,44549,24411124
2343,China,Hong Kong,22.3,114.2,2021-09,352466,24763590
2344,China,Hubei,30.9756,112.2707,2021-09,1980522,26744112
2345,China,Hunan,27.6104,111.7088,2021-09,34254,26778366
2346,China,Inner Mongolia,44.0935,113.9448,2021-09,12051,26790417
2347,China,Jiangsu,32.9711,119.455,2021-09,46204,26836621
2348,China,Jiangxi,27.614,115.7221,2021-09,27173,26863794
2349,China,Jilin,43.6661,126.1923,2021-09,16646,26880440
2350,China,Liaoning,41.2956,122.6085,2021-09,13039,26893479
2351,China,Macau,22.1667,113.55,2021-09,1863,26895342
2352,China,Ningxia,37.2692,106.1655,2021-09,2233,26897575
2353,China,Qinghai,35.7452,95.9956,2021-09,522,26898097
2354,China,Shaanxi,35.1917,108.8701,2021-09,19447,26917544
2355,China,Shandong,36.3427,118.1498,2021-09,26926,26944470
2356,China,Shanghai,31.201999999999998,121.4491,2021-09,74012,27018482
2357,China,Shanxi,37.5777,112.2922,2021-09,7531,27026013
2358,China,Sichuan,30.6171,102.7103,2021-09,34807,27060820
2359,China,Tianjin,39.3054,117.323,2021-09,13944,27074764
2360,China,Tibet,31.6927,88.0924,2021-09,29,27074793
2361,China,Unknown,0.0,0.0,2021-09,0,27074793
2362,China,Xinjiang,41.1129,85.2401,2021-09,28420,27103213
2363,China,Yunnan,24.974,101.48700000000001,2021-09,36719,27139932
2364,China,Zhejiang,29.1832,120.0934,2021-09,41804,27181736
2365,Colombia,0,4.5709,-74.2973,2021-09,143108962,891657566
2366,Comoros,0,-11.6455,43.3333,2021-09,118973,946643
2367,Congo (Brazzaville),0,-0.228,15.8277,2021-09,400772,2909300
2368,Congo (Kinshasa),0,-4.0383,21.7587,2021-09,1628680,9470477
2369,Costa Rica,0,9.7489,-83.7534,2021-09,14484322,81519935
2370,Cote d'Ivoire,0,7.54,-5.5471,2021-09,1692994,11582097
2371,Croatia,0,45.1,15.2,2021-09,11256283,83469823
2372,Cuba,0,21.521757,-77.78116700000001,2021-09,22347556,60941335
2373,Cyprus,0,35.1264,33.4299,2021-09,3427010,18289342
2374,Czechia,0,49.8175,15.472999999999999,2021-09,48859327,391011682
2375,Denmark,Faroe Islands,61.8926,-6.9118,2021-09,30754,60403918
2376,Denmark,Greenland,71.7069,-42.6043,2021-09,12962,60416880
2377,Denmark,0,56.2639,9.5018,2021-09,10240753,70657633
2379,Djibouti,0,11.8251,42.5903,2021-09,348978,2552294
2380,Dominica,0,15.415,-61.371,2021-09,75082,133000
2381,Dominican Republic,0,18.7357,-70.1627,2021-09,10276111,74938090
2382,Ecuador,0,-1.8312,-78.1834,2021-09,14679067,102349859
2383,Egypt,0,26.820553000000004,30.802497999999996,2021-09,8567504,62264226
2384,El Salvador,0,13.7942,-88.8965,2021-09,2888467,19341231
2385,Equatorial Guinea,0,1.6508,10.2679,2021-09,314155,2064236
2386,Eritrea,0,15.1794,39.7823,2021-09,193388,1158534
2387,Estonia,0,58.5953,25.0136,2021-09,4305000,28468968
2388,Eswatini,0,-26.5225,31.4659,2021-09,1306034,5993614
2389,Ethiopia,0,9.145,40.4897,2021-09,9510284,62661567
2390,Fiji,0,-17.7134,178.065,2021-09,1430234,3170468
2391,Finland,0,61.92411,25.748151,2021-09,3924248,23006892
2392,France,French Guiana,3.9339,-53.1258,2021-09,1088945,1179706458
2393,France,French Polynesia,-17.6797,149.4068,2021-09,1165162,1180871620
2394,France,Guadeloupe,16.265,-61.551,2021-09,1453208,1182324828
2395,France,Martinique,14.6415,-61.0242,2021-09,1144853,1183469681
2396,France,Mayotte,-12.8275,45.166244,2021-09,581860,1184051541
2397,France,New Caledonia,-20.904304999999997,165.618042,2021-09,79254,1184130795
2398,France,Reunion,-21.1151,55.5364,2021-09,1510596,1185641391
2399,France,Saint Barthelemy,17.9,-62.8333,2021-09,46726,1185688117
2400,France,Saint Pierre and Miquelon,46.8852,-56.3159,2021-09,898,1185689015
2401,France,St Martin,18.0708,-63.0501,2021-09,104234,1185793249
2402,France,Wallis and Futuna,-14.2938,-178.1165,2021-09,13166,1185806415
2403,France,0,46.2276,2.2137,2021-09,195964392,1381770807
2404,Gabon,0,-0.8037,11.6094,2021-09,798006,5529615
2405,Gambia,0,13.4432,-15.3101,2021-09,285546,1663793
2406,Georgia,0,42.3154,43.3569,2021-09,16992629,94647919
