,country/region,province/state,lat,long,time_period,confirmed,cumulative_confirmed
982,France,Wallis and Futuna,-14.2938,-178.1165,2021-04,12776,313024118
983,France,0,46.2276,2.2137,2021-04,148869017,461893135
984,Gabon,0,-0.8037,11.6094,2021-04,619043,1774601
985,Gambia,0,13.4432,-15.3101,2021-04,164904,552836
986,Georgia,0,42.3154,43.3569,2021-04,8522126,31300435
987,Germany,0,51.165690999999995,10.451526,2021-04,90314546,292626345
988,Ghana,0,7.9465,-1.0232,2021-04,2654711,9091959
989,Greece,0,39.0742,21.8243,2021-04,8910202,24790429
990,Grenada,0,12.1165,-61.678999999999995,2021-04,4537,17176
991,Guatemala,0,15.7835,-90.2308,2021-04,6072526,20567815
992,Guinea,0,9.9456,-9.6966,2021-04,615921,1986436
993,Guinea-Bissau,0,11.8037,-15.1804,2021-04,107207,365230
994,Guyana,0,4.860416000000001,-58.93018000000001,2021-04,337490,1044968
995,Haiti,0,18.9712,-72.2852,2021-04,373578,1397791
996,Holy See,0,41.9029,12.4534,2021-04,783,3132
997,Honduras,0,15.2,-86.2419,2021-04,5780503,19505127
998,Hungary,0,47.1625,19.5033,2021-04,21220490,58206950
999,Iceland,0,64.9631,-19.0208,2021-04,183070,706619
1000,India,0,20.593684,78.96288,2021-04,431982463,1389180278
1001,Indonesia,0,-0.7893,113.9213,2021-04,46146401,148899684
1002,Iran,0,32.427908,53.68804599999999,2021-04,63214440,196850775
1003,Iraq,0,33.223191,43.679291,2021-04,27805600,86704659
1004,Ireland,0,53.1424,-7.6921,2021-04,7037024,24288554
1005,Israel,0,31.046051000000002,34.851612,2021-04,24257917,84420025
1006,Italy,0,41.87194,12.56738,2021-04,110908399,352852125
1007,Jamaica,0,18.1096,-77.2975,2021-04,1249586,3142315
1008,Japan,0,36.204824,138.252924,2021-04,15295285,49619037
1009,Jordan,0,31.24,36.51,2021-04,19551546,53371876
1010,Kazakhstan,0,48.0196,66.9237,2021-04,9722693,31329340
1011,Kenya,0,-0.0236,37.9062,2021-04,4310558,13573561
1012,Kiribati,0,-3.3704,-168.734,2021-04,0,0
1013,"Korea, South",0,35.907757000000004,127.766922,2021-04,3279218,10607579
1015,Kuwait,0,29.311659999999996,47.481766,2021-04,7347194,23241497
1016,Kyrgyzstan,0,41.20438,74.766098,2021-04,2652093,10062677
1017,Laos,0,19.856270000000002,102.495496,2021-04,4870,8770
1018,Latvia,0,56.8796,24.6032,2021-04,3191213,9723664
1019,Lebanon,0,33.8547,35.8623,2021-04,14578544,43746669
1020,Lesotho,0,-29.61,28.2336,2021-04,310723,1082890
1021,Liberia,0,6.4280550000000005,-9.429499,2021-04,60149,230355
1022,Libya,0,26.3351,17.228331,2021-04,4926620,16025748
1023,Liechtenstein,0,47.14,9.55,2021-04,83481,308000
1024,Lithuania,0,55.1694,23.8813,2021-04,6700174,23048975
1025,Luxembourg,0,49.8153,6.1296,2021-04,1868989,6502857
1027,Madagascar,0,-18.766947000000002,46.869107,2021-04,887747,2608551
1028,Malawi,0,-13.2543,34.3015,2021-04,982242,3147863
1029,Malaysia,0,4.210483999999999,101.97576600000001,2021-04,10790500,32375055
1030,Maldives,0,3.2028,73.2207,2021-04,765605,2341510
1031,Mali,0,17.570692,-3.9961660000000006,2021-04,357575,1084631
1032,Malta,0,35.9375,14.3754,2021-04,863412,2657956
1033,Marshall Islands,0,7.1315,171.1845,2021-04,116,464
1034,Mauritania,0,21.0079,-10.9408,2021-04,525040,1983187
1035,Mauritius,0,-20.348404000000002,57.552152,2021-04,34024,89007
1036,Mexico,0,23.6345,-102.5528,2021-04,66529689,234234796
1037,Micronesia,0,7.4256,150.5508,2021-04,29,97
1038,Moldova,0,47.4116,28.3699,2021-04,7052507,22481731
1039,Monaco,0,43.7333,7.4167,2021-04,69275,216146
1040,Mongolia,0,46.8625,103.8467,2021-04,589767,837864
1041,Montenegro,0,42.708678000000006,19.37439,2021-04,2750940,8786997
1042,Morocco,0,31.7917,-7.0926,2021-04,14621524,55949936
1043,Mozambique,0,-18.665695,35.529562,2021-04,2000185,6087123
1044,Namibia,0,-22.9576,18.4904,2021-04,1342316,4457703
1045,Nepal,0,28.1667,84.25,2021-04,8365397,31995738
1046,Netherlands,Aruba,12.5211,-69.9683,2021-04,294744,92082772
1047,Netherlands,"Bonaire, Sint Eustatius and Saba",12.1784,-68.2385,2021-04,8406,92091178
1048,Netherlands,Curacao,12.1696,-68.99,2021-04,326569,92417747
1049,Netherlands,Sint Maarten,18.0425,-63.0548,2021-04,63596,92481343
1050,Netherlands,0,52.1326,5.2913,2021-04,40367424,132848767
1051,New Zealand,Cook Islands,-21.2367,-159.7777,2021-04,0,203657
1052,New Zealand,0,-40.9006,174.886,2021-04,74705,278362
1053,Nicaragua,0,12.865416,-85.207229,2021-04,196522,749900
1054,Niger,0,17.607789,8.081666,2021-04,148246,541919
1055,Nigeria,0,9.082,8.6753,2021-04,4758008,16778626
1056,North Macedonia,0,41.6086,21.7453,2021-04,4171859,12898339
1057,Norway,0,60.472,8.4689,2021-04,3063525,9080644
1058,Oman,0,21.512583,55.923255000000005,2021-04,5118625,17236621
1059,Pakistan,0,30.3753,69.3451,2021-04,21726267,71010461
1060,Palau,0,7.515,134.5825,2021-04,0,0
1061,Panama,0,8.538,-80.7821,2021-04,10438403,38576774
1062,Papua New Guinea,0,-6.314993,143.95555,2021-04,261602,397667
1063,Paraguay,0,-23.4425,-58.4438,2021-04,7127082,20232088
1064,Peru,0,-9.19,-75.0152,2021-04,48649423,156550770
1065,Philippines,0,12.879721,121.77401699999999,2021-04,26216921,75313478
1066,Poland,0,51.9194,19.1451,2021-04,75886745,220586090
1067,Portugal,0,39.3999,-8.2245,2021-04,24052441,85989419
1068,Qatar,0,25.3548,51.1839,2021-04,5618279,19429897
1069,Romania,0,45.9432,24.9668,2021-04,29456109,96835558
1070,Russia,0,61.52401,105.31875600000001,2021-04,134151550,478276998
1071,Rwanda,0,-1.9403,29.8739,2021-04,687083,2102938
1072,Saint Kitts and Nevis,0,17.357822,-62.782998,2021-04,1276,4683
1073,Saint Lucia,0,13.9094,-60.9789,2021-04,127212,332677
1074,Saint Vincent and the Grenadines,0,12.9843,-61.2872,2021-04,52368,153479
1075,Samoa,0,-13.759,-172.1046,2021-04,87,304
1076,San Marino,0,43.9424,12.4578,2021-04,143948,441270
1077,Sao Tome and Principe,0,0.1864,6.6131,2021-04,65881,202198
1078,Saudi Arabia,0,23.885942,45.079162,2021-04,11685813,44199922
1079,Senegal,0,14.4974,-14.4524,2021-04,1148866,3771528
1080,Serbia,0,44.0165,21.0059,2021-04,18928120,57285558
1081,Seychelles,0,-4.6796,55.492,2021-04,137628,309799
1082,Sierra Leone,0,8.460555000000001,-11.779889,2021-04,116517,427066
1083,Singapore,0,1.2833,103.8333,2021-04,1762081,6952440
1084,Slovakia,0,48.669,19.699,2021-04,21298109,65629166
1085,Slovenia,0,46.1512,14.9955,2021-04,6650181,21947122
1086,Solomon Islands,0,-9.6457,160.1562,2021-04,565,2093
1087,Somalia,0,5.152149,46.199616,2021-04,371229,944430
1088,South Africa,0,-30.5595,22.9375,2021-04,45354425,170370027
1089,South Sudan,0,6.877000000000001,31.307,2021-04,301940,847224
1090,Spain,0,40.463667,-3.7492199999999998,2021-04,98537844,345809525
1091,Sri Lanka,0,7.873054,80.77179699999999,2021-04,2825591,9086226
1092,Sudan,0,12.8628,30.2176,2021-04,948952,3517844
1093,Summer Olympics 2020,0,35.6491,139.7737,2021-04,0,0
1094,Suriname,0,3.9193,-56.0278,2021-04,277716,1008012
1095,Sweden,0,60.128161,18.643501,2021-04,25741755,79545272
1096,Switzerland,0,46.8182,8.2275,2021-04,18262145,64953071
1097,Syria,0,34.802075,38.996815000000005,2021-04,604207,1899974
1098,Taiwan*,0,23.7,121.0,2021-04,31112,111730
1099,Tajikistan,0,38.861,71.2761,2021-04,397706,1590546
1100,Tanzania,0,-6.369028,34.888822,2021-04,14761,59044
1101,Thailand,0,15.870032,100.992541,2021-04,1198557,3028743
1102,Timor-Leste,0,-8.874217,125.727539,2021-04,37140,49286
1103,Togo,0,8.6195,0.8248,2021-04,351876,893629
1104,Tonga,0,-21.179000000000002,-175.1982,2021-04,0,0
1105,Trinidad and Tobago,0,10.6918,-61.2225,2021-04,258522,920221
1106,Tunisia,0,33.886917,9.537499,2021-04,8147691,26708795
1107,Turkey,0,38.9637,35.2433,2021-04,118907896,348223126
1108,US,0,40.0,-100.0,2021-04,915766727,3263357401
1109,Uganda,0,1.373333,32.290275,2021-04,1198215,4637342
1110,Ukraine,0,48.3794,31.1656,2021-04,56580911,174047205
1111,United Arab Emirates,0,23.424076,53.847818000000004,2021-04,14268930,44123249
1112,United Kingdom,Anguilla,18.2206,-63.0686,2021-04,1125,336175518
1113,United Kingdom,Bermuda,32.3078,-64.7505,2021-04,56070,336231588
1114,United Kingdom,British Virgin Islands,18.4207,-64.64,2021-04,5285,336236873
1115,United Kingdom,Cayman Islands,19.3133,-81.2546,2021-04,15142,336252015
1116,United Kingdom,Channel Islands,49.3723,-2.3644,2021-04,0,336252015
1117,United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2021-04,1745,336253760
1118,United Kingdom,Gibraltar,36.1408,-5.3536,2021-04,124176,336377936
1119,United Kingdom,Guernsey,49.448196,-2.58949,2021-04,23824,336401760
1120,United Kingdom,Isle of Man,54.2361,-4.5481,2021-04,45753,336447513
1121,United Kingdom,Jersey,49.2138,-2.1358,2021-04,93653,336541166
1122,United Kingdom,Montserrat,16.742498,-62.187366000000004,2021-04,580,336541746
1123,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",-7.9467,-14.3559,2021-04,116,336541862
1124,United Kingdom,Turks and Caicos Islands,21.694000000000003,-71.7979,2021-04,68505,336610367
1125,United Kingdom,0,55.3781,-3.4360000000000004,2021-04,127107230,463717597
1126,Uruguay,0,-32.5228,-55.7658,2021-04,4494841,9054026
1127,Uzbekistan,0,41.377491,64.585262,2021-04,2503047,9413410
1128,Vanuatu,0,-15.3767,166.9592,2021-04,97,230
1129,Venezuela,0,6.4238,-66.5897,2021-04,5216276,16845327
1130,Vietnam,0,14.058323999999999,108.277199,2021-04,79767,262151
1131,West Bank and Gaza,0,31.9522,35.2332,2021-04,7953074,23442671
1132,Winter Olympics 2022,0,39.9042,116.4074,2021-04,0,0
1133,Yemen,0,15.552726999999999,48.516388,2021-04,161450,376588
1134,Zambia,0,-13.133897,27.849332,2021-04,2620087,8082084
1135,Zimbabwe,0,-19.015438,29.154857,2021-04,1088690,3890581
1136,Afghanistan,0,33.93911,67.709953,2021-05,1927375,8398076
1137,Albania,0,41.1533,20.1683,2021-05,3957038,15755148
1138,Algeria,0,28.0339,1.6596,2021-05,3764247,16780037
1139,Andorra,0,42.5063,1.5218,2021-05,405185,1666496
1140,Angola,0,-11.2027,17.8739,2021-05,916546,3372760
1141,Antarctica,0,-71.9499,23.346999999999998,2021-05,0,0
1142,Antigua and Barbuda,0,17.0608,-61.7964,2021-05,37356,119192
1143,Argentina,0,-38.4161,-63.6167,2021-05,100378020,351677178
1144,Armenia,0,40.0691,45.0382,2021-05,6610428,27478880
1145,Australia,Australian Capital Territory,-35.4735,149.0124,2021-05,3720,3374834
1146,Australia,New South Wales,-33.8688,151.2093,2021-05,166523,3541357
1147,Australia,Northern Territory,-12.4634,130.8456,2021-05,5073,3546430
1148,Australia,Queensland,-27.4698,153.0251,2021-05,47734,3594164
1149,Australia,South Australia,-34.9285,138.6007,2021-05,22279,3616443
1150,Australia,Tasmania,-42.8821,147.3272,2021-05,7020,3623463
1151,Australia,Victoria,-37.8136,144.9631,2021-05,616457,4239920
1152,Australia,Western Australia,-31.9505,115.8605,2021-05,30433,4270353
1153,Austria,0,47.5162,14.5501,2021-05,19061150,74516610
1154,Azerbaijan,0,40.1431,47.5769,2021-05,9868291,38743739
1155,Bahamas,0,25.025885,-78.035889,2021-05,333905,1343389
1156,Bahrain,0,26.0275,50.55,2021-05,6129213,20757152
1157,Bangladesh,0,23.685,90.3563,2021-05,23426364,91130312
1158,Barbados,0,13.1939,-59.5432,2021-05,118795,422395
1159,Belarus,0,53.7098,27.9534,2021-05,11302345,44249541
1160,Belgium,0,50.8333,4.469936,2021-05,30913143,123039716
1161,Belize,0,17.1899,-88.4976,2021-05,381895,1788440
1162,Benin,0,9.3077,2.3158,2021-05,239202,888179
1163,Bhutan,0,27.5142,90.4336,2021-05,39452,140981
1164,Bolivia,0,-16.2902,-63.5887,2021-05,10022915,38126234
1165,Bosnia and Herzegovina,0,43.9159,17.6791,2021-05,6057432,22822760
1166,Botswana,0,-22.3285,24.6849,2021-05,1512133,5061249
1167,Brazil,0,-14.235,-51.9253,2021-05,469021701,1736820656
1168,Brunei,0,4.5353,114.7277,2021-05,6995,29463
1169,Bulgaria,0,42.7339,25.4858,2021-05,12397449,44711742
1170,Burkina Faso,0,12.2383,-1.5616,2021-05,401670,1729496
1171,Burma,0,21.9162,95.956,2021-05,4293560,20514528
1172,Burundi,0,-3.3731,29.9189,2021-05,130382,389524
1173,Cabo Verde,0,16.5388,-23.0418,2021-05,831162,2686471
1174,Cambodia,0,11.55,104.9167,2021-05,664013,918300
1175,Cameroon,0,3.8480000000000003,11.5021,2021-05,2274858,7027887
1176,Canada,Alberta,53.9333,-116.5765,2021-05,6454855,109837928
1177,Canada,British Columbia,53.7267,-127.6476,2021-05,4144861,113982789
1178,Canada,Diamond Princess,0.0,0.0,2021-05,0,113982789
1179,Canada,Grand Princess,0.0,0.0,2021-05,390,113983179
1180,Canada,Manitoba,53.7609,-98.8139,2021-05,1349566,115332745
1181,Canada,New Brunswick,46.5653,-66.4619,2021-05,61991,115394736
1182,Canada,Newfoundland and Labrador,53.1355,-57.6604,2021-05,35843,115430579
1183,Canada,Northwest Territories,64.8255,-124.8457,2021-05,3371,115433950
1184,Canada,Nova Scotia,44.681999999999995,-63.7443,2021-05,133851,115567801
1185,Canada,Nunavut,70.2998,-83.1076,2021-05,18051,115585852
1186,Canada,Ontario,51.2538,-85.3232,2021-05,15377851,130963703
1187,Canada,Prince Edward Island,46.5107,-63.4168,2021-05,5710,130969413
1188,Canada,Quebec,52.9399,-73.5491,2021-05,10883784,141853197
1189,Canada,Repatriated Travellers,0.0,0.0,2021-05,390,141853587
1190,Canada,Saskatchewan,52.9399,-106.4509,2021-05,1328449,143182036
1191,Canada,Yukon,64.2823,-135.0,2021-05,2498,143184534
1192,Central African Republic,0,6.6111,20.9394,2021-05,205310,808069
1193,Chad,0,15.4542,18.7322,2021-05,146790,594827
1194,Chile,0,-35.6751,-71.543,2021-05,38626378,138691303
1195,China,Anhui,31.8257,117.2264,2021-05,29963,11685923
1196,China,Beijing,40.1824,116.4142,2021-05,31726,11717649
1197,China,Chongqing,30.0572,107.874,2021-05,17925,11735574
1198,China,Fujian,26.0789,117.9874,2021-05,18105,11753679
1199,China,Gansu,35.7518,104.2861,2021-05,5799,11759478
1200,China,Guangdong,23.3417,113.4244,2021-05,71838,11831316
1201,China,Guangxi,23.8298,108.7881,2021-05,8247,11839563
1202,China,Guizhou,26.8154,106.8748,2021-05,4410,11843973
1203,China,Hainan,19.1959,109.7453,2021-05,5640,11849613
1204,China,Hebei,39.549,116.1306,2021-05,39510,11889123
1205,China,Heilongjiang,47.861999999999995,127.7615,2021-05,48323,11937446
1206,China,Henan,37.8957,114.9042,2021-05,39389,11976835
1207,China,Hong Kong,22.3,114.2,2021-05,354527,12331362
1208,China,Hubei,30.9756,112.2707,2021-05,2044753,14376115
1209,China,Hunan,27.6104,111.7088,2021-05,31422,14407537
1210,China,Inner Mongolia,44.0935,113.9448,2021-05,11509,14419046
1211,China,Jiangsu,32.9711,119.455,2021-05,21661,14440707
1212,China,Jiangxi,27.614,115.7221,2021-05,28110,14468817
1213,China,Jilin,43.6661,126.1923,2021-05,17190,14486007
1214,China,Liaoning,41.2956,122.6085,2021-05,12489,14498496
1215,China,Macau,22.1667,113.55,2021-05,1493,14499989
1216,China,Ningxia,37.2692,106.1655,2021-05,2273,14502262
1217,China,Qinghai,35.7452,95.9956,2021-05,540,14502802
1218,China,Shaanxi,35.1917,108.8701,2021-05,18067,14520869
1219,China,Shandong,36.3427,118.1498,2021-05,26433,14547302
1220,China,Shanghai,31.201999999999998,121.4491,2021-05,61241,14608543
1221,China,Shanxi,37.5777,112.2922,2021-05,7546,14616089
1222,China,Sichuan,30.6171,102.7103,2021-05,30122,14646211
1223,China,Tianjin,39.3054,117.323,2021-05,11667,14657878
1224,China,Tibet,31.6927,88.0924,2021-05,30,14657908
1225,China,Unknown,0.0,0.0,2021-05,2,14657910
1226,China,Xinjiang,41.1129,85.2401,2021-05,29400,14687310
1227,China,Yunnan,24.974,101.48700000000001,2021-05,10480,14697790
1228,China,Zhejiang,29.1832,120.0934,2021-05,40601,14738391
1229,Colombia,0,4.5709,-74.2973,2021-05,93610016,354576099
1230,Comoros,0,-11.6455,43.3333,2021-05,115878,473399
1231,Congo (Brazzaville),0,-0.228,15.8277,2021-05,339934,1366116
1232,Congo (Kinshasa),0,-4.0383,21.7587,2021-05,919451,3840521
1233,Costa Rica,0,9.7489,-83.7534,2021-05,8552104,32389678
1234,Cote d'Ivoire,0,7.54,-5.5471,2021-05,1400118,5450072
1235,Croatia,0,45.1,15.2,2021-05,10445114,39935456
1236,Cuba,0,21.521757,-77.78116700000001,2021-05,3732706,9838828
1237,Cyprus,0,35.1264,33.4299,2021-05,2137849,6702074
1238,Czechia,0,49.8175,15.472999999999999,2021-05,49513447,193458940
1239,Denmark,Faroe Islands,61.8926,-6.9118,2021-05,20350,24820578
1240,Denmark,Greenland,71.7069,-42.6043,2021-05,985,24821563
1241,Denmark,0,56.2639,9.5018,2021-05,7987637,32809200
1243,Djibouti,0,11.8251,42.5903,2021-05,342026,1168263
1244,Dominica,0,15.415,-61.371,2021-05,5391,21550
1245,Dominican Republic,0,18.7357,-70.1627,2021-05,8334157,35193850
1246,Ecuador,0,-1.8312,-78.1834,2021-05,12248641,45802135
1247,Egypt,0,26.820553000000004,30.802497999999996,2021-05,7364976,28683295
1248,El Salvador,0,13.7942,-88.8965,2021-05,2140268,9040925
1249,Equatorial Guinea,0,1.6508,10.2679,2021-05,239461,963075
1250,Eritrea,0,15.1794,39.7823,2021-05,115624,429557
1251,Estonia,0,58.5953,25.0136,2021-05,3799258,12299819
1252,Eswatini,0,-26.5225,31.4659,2021-05,555584,2421947
1253,Ethiopia,0,9.145,40.4897,2021-05,7968658,28115543
1254,Fiji,0,-17.7134,178.065,2021-05,6095,13464
1255,Finland,0,61.92411,25.748151,2021-05,2707141,9788021
1256,France,French Guiana,3.9339,-53.1258,2021-05,646282,462539417
1257,France,French Polynesia,-17.6797,149.4068,2021-05,564464,463103881
1258,France,Guadeloupe,16.265,-61.551,2021-05,469547,463573428
1259,France,Martinique,14.6415,-61.0242,2021-05,345382,463918810
1260,France,Mayotte,-12.8275,45.166244,2021-05,603767,464522577
1261,France,New Caledonia,-20.904304999999997,165.618042,2021-05,3749,464526326
1262,France,Reunion,-21.1151,55.5364,2021-05,680991,465207317
1263,France,Saint Barthelemy,17.9,-62.8333,2021-05,30074,465237391
1264,France,Saint Pierre and Miquelon,46.8852,-56.3159,2021-05,750,465238141
1265,France,St Martin,18.0708,-63.0501,2021-05,54755,465292896
1266,France,Wallis and Futuna,-14.2938,-178.1165,2021-05,13614,465306510
1267,France,0,46.2276,2.2137,2021-05,170204894,635511404
1268,Gabon,0,-0.8037,11.6094,2021-05,713628,2488229
1269,Gambia,0,13.4432,-15.3101,2021-05,178454,731290
1270,Georgia,0,42.3154,43.3569,2021-05,9870575,41171010
1271,Germany,0,51.165690999999995,10.451526,2021-05,107565396,400191741
1272,Ghana,0,7.9465,-1.0232,2021-05,2798017,11889976
1273,Greece,0,39.0742,21.8243,2021-05,11267742,36058171
1274,Grenada,0,12.1165,-61.678999999999995,2021-05,4819,21995
1275,Guatemala,0,15.7835,-90.2308,2021-05,7236596,27804411
1276,Guinea,0,9.9456,-9.6966,2021-05,683475,2669911
1277,Guinea-Bissau,0,11.8037,-15.1804,2021-05,112396,477626
1278,Guyana,0,4.860416000000001,-58.93018000000001,2021-05,455753,1500721
1279,Haiti,0,18.9712,-72.2852,2021-05,405244,1803035
1280,Holy See,0,41.9029,12.4534,2021-05,810,3942
1281,Honduras,0,15.2,-86.2419,2021-05,6780522,26285649
1282,Hungary,0,47.1625,19.5033,2021-05,23873547,82080497
1283,Iceland,0,64.9631,-19.0208,2021-05,195979,902598
1284,India,0,20.593684,78.96288,2021-05,734904981,2124085259
1285,Indonesia,0,-0.7893,113.9213,2021-05,52309549,201209233
1286,Iran,0,32.427908,53.68804599999999,2021-05,82168661,279019436
1287,Iraq,0,33.223191,43.679291,2021-05,34171606,120876265
1288,Ireland,0,53.1424,-7.6921,2021-05,7670492,31959046
1289,Israel,0,31.046051000000002,34.851612,2021-05,25172815,109592840
1290,Italy,0,41.87194,12.56738,2021-05,124342279,477194404
1291,Jamaica,0,18.1096,-77.2975,2021-05,1417456,4559771
1292,Japan,0,36.204824,138.252924,2021-05,20340821,69959858
1293,Jordan,0,31.24,36.51,2021-05,21730201,75102077
1294,Kazakhstan,0,48.0196,66.9237,2021-05,12378070,43707410
1295,Kenya,0,-0.0236,37.9062,2021-05,4967974,18541535
1296,Kiribati,0,-3.3704,-168.734,2021-05,24,24
1297,"Korea, South",0,35.907757000000004,127.766922,2021-05,3962307,14569886
1299,Kuwait,0,29.311659999999996,47.481766,2021-05,8760605,32002102
1300,Kyrgyzstan,0,41.20438,74.766098,2021-05,3009659,13072336
1301,Laos,0,19.856270000000002,102.495496,2021-05,45504,54274
1302,Latvia,0,56.8796,24.6032,2021-05,3812117,13535781
1303,Lebanon,0,33.8547,35.8623,2021-05,16055499,59802168
1304,Lesotho,0,-29.61,28.2336,2021-05,323602,1406492
1305,Liberia,0,6.4280550000000005,-9.429499,2021-05,63976,294331
1306,Libya,0,26.3351,17.228331,2021-05,5448599,21474347
1307,Liechtenstein,0,47.14,9.55,2021-05,92175,400175
1308,Lithuania,0,55.1694,23.8813,2021-05,7907590,30956565
1309,Luxembourg,0,49.8153,6.1296,2021-05,2065547,8568404
1311,Madagascar,0,-18.766947000000002,46.869107,2021-05,1193867,3802418
1312,Malawi,0,-13.2543,34.3015,2021-05,1026597,4174460
1313,Malaysia,0,4.210483999999999,101.97576600000001,2021-05,14350461,46725516
1314,Maldives,0,3.2028,73.2207,2021-05,1376752,3718262
1315,Mali,0,17.570692,-3.9961660000000006,2021-05,424477,1509108
1316,Malta,0,35.9375,14.3754,2021-05,913938,3571894
1317,Marshall Islands,0,7.1315,171.1845,2021-05,120,584
1318,Mauritania,0,21.0079,-10.9408,2021-05,567219,2550406
1319,Mauritius,0,-20.348404000000002,57.552152,2021-05,38998,128005
1320,Mexico,0,23.6345,-102.5528,2021-05,71421582,305656378
1321,Micronesia,0,7.4256,150.5508,2021-05,30,127
1322,Moldova,0,47.4116,28.3699,2021-05,7606532,30088263
1323,Monaco,0,43.7333,7.4167,2021-05,74659,290805
1324,Mongolia,0,46.8625,103.8467,2021-05,1449909,2287773
1325,Montenegro,0,42.708678000000006,19.37439,2021-05,2962000,11748997
1326,Morocco,0,31.7917,-7.0926,2021-05,15458348,71408284
1327,Mozambique,0,-18.665695,35.529562,2021-05,2111749,8198872
1328,Namibia,0,-22.9576,18.4904,2021-05,1544278,6001981
1329,Nepal,0,28.1667,84.25,2021-05,13539498,45535236
1330,Netherlands,Aruba,12.5211,-69.9683,2021-05,325156,133173923
1331,Netherlands,"Bonaire, Sint Eustatius and Saba",12.1784,-68.2385,2021-05,47756,133221679
1332,Netherlands,Curacao,12.1696,-68.99,2021-05,367440,133589119
1333,Netherlands,Sint Maarten,18.0425,-63.0548,2021-05,69319,133658438
1334,Netherlands,0,52.1326,5.2913,2021-05,47808174,181466612
1335,New Zealand,Cook Islands,-21.2367,-159.7777,2021-05,11,278373
1336,New Zealand,0,-40.9006,174.886,2021-05,79531,357904
1337,Nicaragua,0,12.865416,-85.207229,2021-05,213645,963545
1338,Niger,0,17.607789,8.081666,2021-05,160198,702117
1339,Nigeria,0,9.082,8.6753,2021-05,4971824,21750450
1340,North Macedonia,0,41.6086,21.7453,2021-05,4630954,17529293
1341,Norway,0,60.472,8.4689,2021-05,3579714,12660358
1342,Oman,0,21.512583,55.923255000000005,2021-05,6162640,23399261
1343,Pakistan,0,30.3753,69.3451,2021-05,26392480,97402941
1344,Palau,0,7.515,134.5825,2021-05,0,0
1345,Panama,0,8.538,-80.7821,2021-05,11128545,49705319
1346,Papua New Guinea,0,-6.314993,143.95555,2021-05,406368,804035
1347,Paraguay,0,-23.4425,-58.4438,2021-05,9467069,29699157
1348,Peru,0,-9.19,-75.0152,2021-05,56460273,213011043
1349,Philippines,0,12.879721,121.77401699999999,2021-05,34189541,109503019
1350,Poland,0,51.9194,19.1451,2021-05,85371271,305957361
1351,Portugal,0,39.3999,-8.2245,2021-05,25271306,111260725
1352,Qatar,0,25.3548,51.1839,2021-05,6385981,25815878
1353,Romania,0,45.9432,24.9668,2021-05,32097384,128932942
1354,Russia,0,61.52401,105.31875600000001,2021-05,146504935,624781933
1355,Rwanda,0,-1.9403,29.8739,2021-05,784115,2887053
1356,Saint Kitts and Nevis,0,17.357822,-62.782998,2021-05,1513,6196
1357,Saint Lucia,0,13.9094,-60.9789,2021-05,144119,476796
1358,Saint Vincent and the Grenadines,0,12.9843,-61.2872,2021-05,58315,211794
1359,Samoa,0,-13.759,-172.1046,2021-05,90,394
1360,San Marino,0,43.9424,12.4578,2021-05,152511,593781
1361,Sao Tome and Principe,0,0.1864,6.6131,2021-05,69810,272008
1362,Saudi Arabia,0,23.885942,45.079162,2021-05,13009856,57209778
1363,Senegal,0,14.4974,-14.4524,2021-05,1226383,4997911
1364,Serbia,0,44.0165,21.0059,2021-05,21133434,78418992
1365,Seychelles,0,-4.6796,55.492,2021-05,275404,585203
1366,Sierra Leone,0,8.460555000000001,-11.779889,2021-05,123014,550080
1367,Singapore,0,1.2833,103.8333,2021-05,1847722,8800162
1368,Slovakia,0,48.669,19.699,2021-05,22943817,88572983
1369,Slovenia,0,46.1512,14.9955,2021-05,7455603,29402725
1370,Solomon Islands,0,-9.6457,160.1562,2021-05,600,2693
1371,Somalia,0,5.152149,46.199616,2021-05,433534,1377964
1372,South Africa,0,-30.5595,22.9375,2021-05,48496590,218866617
1373,South Sudan,0,6.877000000000001,31.307,2021-05,319402,1166626
1374,Spain,0,40.463667,-3.7492199999999998,2021-05,108196382,454005907
1375,Sri Lanka,0,7.873054,80.77179699999999,2021-05,4348936,13435162
1376,Sudan,0,12.8628,30.2176,2021-05,1042177,4560021
1377,Summer Olympics 2020,0,35.6491,139.7737,2021-05,0,0
1378,Suriname,0,3.9193,-56.0278,2021-05,366278,1374290
1379,Sweden,0,60.128161,18.643501,2021-05,30970342,110515614
1380,Switzerland,0,46.8182,8.2275,2021-05,20386575,85339646
1381,Syria,0,34.802075,38.996815000000005,2021-05,711751,2611725
1382,Taiwan*,0,23.7,121.0,2021-05,92938,204668
1383,Tajikistan,0,38.861,71.2761,2021-05,411420,2001966
1384,Tanzania,0,-6.369028,34.888822,2021-05,15270,74314
1385,Thailand,0,15.870032,100.992541,2021-05,3202215,6230958
1386,Timor-Leste,0,-8.874217,125.727539,2021-05,134371,183657
1387,Togo,0,8.6195,0.8248,2021-05,397431,1291060
1388,Tonga,0,-21.179000000000002,-175.1982,2021-05,0,0
1389,Trinidad and Tobago,0,10.6918,-61.2225,2021-05,500806,1421027
1390,Tunisia,0,33.886917,9.537499,2021-05,9828729,36537524
1391,Turkey,0,38.9637,35.2433,2021-05,152853465,501076591
